ID,Doc,Labels
#1532,"Mình cũng hay đến quán này ăn lắm nè, tô cháo lòng đầy đủ thành phần nhìn hấp dẫn lắm luôn, cháo nêm nếm vừa ăn mùi vị cũng thơm nữa, giá cả thì khá bình dân tô đầy đủ 18k nhé, có cả cháo huyết nữa. Nước mắm chấm lòng pha chế cũng ngon lắm luôn. Nói chung là khá hài lòng về quán","['{RESTAURANT#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#1533,"Mình đã ăn dimsum, vịt quay Bắc Kinh và lẩu ở đây. Nói chung là đồ ăn okie, giá cả hợp lý. Kết nhất là món lẩu ở đây, hình như là lẩu tứ xuyên hay uyên ương gì đó, nước lẩu đỏ lòm vì nhiều ớt nhưng ăn rất đã. Vịt quay ăn cũng okie nhưng nếu order vịt quay thì món 1 là da vịt quấn là đương nhiên rồi, món 2 nên order vịt xào rau cải rổ. Nhà hàng hay gợi ý món 2 là cơm chiên vịt nhưng món này vừa nhiều vừa chán.","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#1534,Mình đến đây 2 lần rồi. Lần nào cũng ngon và chu đáo hết á.,"['{RESTAURANT#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}']"
#1535,"Mình đến quán lần này nữa là được hơn 6 lần rồi mà giờ mới có review về quán ahihi ☺️Lần đầu đến quán cũng là nhờ con đường quen thuộc hay đi ngang qua đưa đón em gái nên mới thấy biển hiệu khai trương. Dạo này mì cay hot quá nên cũng tí tởn vào thử, ở ngay D2 có 2 quán mì cay là Hara và Sasin nhưng nhìn ngoài vào thấy ưng Sasin hơn nên đã vào Sasin ăn thử luôn.* Vị trí: Quán có nhiều chi nhánh mới mở nhưng chi nhánh D2 gần mình nhất nên không biết từ bao giờ đã thành điểm đến quen thuộc rồi. Nằm ngay mặt tiền đường nên khá dễ tìm lại gần khu vực ĐH, công ty nên lúc nào đến cũng đông.Vị trí đắc lợi trong tầm quan sát và thuận chiều đi nên rất lý tưởng để ghé vào* Gửi xe: Đây là điểm không hài lòng về những đợt đầu tiên mình ghé quán. Lần đầu thì giữ xe vẫn rất nhiệt tình nhưng lên quán thì phải để giày dép bên ngoài khá bất tiện, khuyến khích các bạn ko nên mang giày dép đắt tiền vì rất ko tiện tháo ra.Photo by me @2bochi #2bochi #micaySaSin","['{RESTAURANT#GENERAL, positive}', '{LOCATION#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, negative}']"
#1536,"Mình đi 2 người kêu phần nàyGọi là kem nhưng mình cảm thấy nó đá bào nhiều hơn kem 😭Topping khá nhá nhiều cho mban chọnĂn cũng ok , sẽ đc tặng bánh cupcake nhỏ nhỏ xinh xinh ( bánh ăn hơi ngán , ăn cho có )Không gian ok có cả lầu , còn có phụ kiện cho mình sf heheeNhân viên từ trog ra ngoài đều okĐáng để thử","['{FOOD#STYLE&OPTIONS, neutral}', '{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}']"
#1537,"Minh đi quán này 2 lần r, bạn mình thì cực thích, mình thi cũng Ok. 9viên Takoyaki là 40k...ăn ngon, nóng, có điều bột hơi nhiều (theo mình thấy thì v).Mình đến đây vì có đứa bạn chỉ nó bảo ăn món gì đừng kêu thêm trứng uổng tiền với k ngon. Sushi thì mình thấy cũng như mấy chỗ khác giá cũng ok k rẻ cũng k mắc. Vô đây thì nên ăn thử Takoyaki với bánh xèo Nhật :))) Nhân viên thì nhiệt tình nhưng lần trước đi mình k được sử dụng lầu 2 thấy hơi tiếc :((. Quán có máy lạnh nhưng vẫn hơi nóng :))) nhưng mà với giá đó thì nên thử nhé","['{RESTAURANT#GENERAL, positive}', '{FOOD#PRICES, positive}', '{FOOD#QUALITY, neutral}', '{SERVICE#GENERAL, positive}', '{AMBIENCE#GENERAL, neutral}']"
#1538,"Mình ghé quán này hơi trễ , là khách cuối bước ra khỏi nhà hàng . Mình chưa bao giờ ăn ramen , menu có rất nhiều loại ramen từ 88-120k . Vị ramen theo mình nước hơi giống mì gói ( chắc không quen ☺️) , sợi mì dai ngon , thịt và trứng ướp gia vị giống trứng bách thảo ăn khá lạ . Nhìn tô vậy thôi bạn mình ăn nửa tô đã thấy no rồi . Tô ramen 108 kèm ly coca . Còn mình chọn cơm phủ trứng chiên tôm rau củ với soup + gà phủ bột chiên giòn (89k) . Tô cơm bự chà bá ăn không hết luôn . Gà chiên ăn kèm với rau trộn sốt mayo đỡ ngán. Đồ ăn cũng chất lượng và nhiều lắm nên mình thấy không quá mắc đâu ☺️Không gian quán : quán decor ấm cúng , bàn ghế sạch sẽ yên tĩnh . Mình thấy trước mình toàn người Nhật vào ăn thôi chắc ở đây vị ổn . Nhân viên dễ thương nhiệt tình lắm a , tụi mình ăn trễ mà vẫn tươi cười hỏi han lịch sự lắm . Điểm mắc cười tuy là quán Nhật nhưng cũng mở nhạc Korean nghe vui lắm a ❤️","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}']"
#1539,"Mình gọi 2 đĩa sườn chả cua, đợi khoảng 15p , cảm nhận là viên cua rất ngon, ướp rất thấm, chả ăn ok còn sườn thì cũng bình thường. Ko có canh cũng như dưa leo ăn kèm nên thấy hơi khô khan :( giá mắc nữa, là quán cơm tấm bình dân thôi mà mình gọi 2 đĩa cơm thêm 1 trà đá là hơn 100k rồi.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, negative}', '{RESTAURANT#PRICES, negative}']"
#1540,"Mình gọi 2 phần, theo đánh giá là ngon ngang ngửa nhau nhé.Phần cơm bò có thêm 1 quả trứng, chiên sao mà đẹp quá, ko nỡ ăn chút nào. Bò ngon nhg hơi ít, lát mỏng. Mì là mỳ trứng nè, mà cọng to, ăn với gà, mực, sốt ok nhg hơi ít, trộn đều lên rồi măm măm thôi ^^.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#1541,"mình gọi 2 phần: bún đậu tá lả + bún chả rươi... nước sâu và nước dâm tằmnói chung ngon,mắm tôm có tí hơi mặn...đặc biệt mình kết nhất món nc sấu ở đây :) tổng thiệc hại là 145k/2ng no ứ ự👌👌","['{FOOD#QUALITY, positive}', '{DRINKS#QUALITY, positive}', '{RESTAURANT#PRICES, neutral}']"
#1542,"Mình gọi 3 phần bún đầy đủ lớn, mang ra phát là hết hồn luôn. Kiểu mấy tô bún nó to quá thể đi. Thịt nướng, nem, chả giò phải nói là um lên vậy đó. Bạn mình ăn ko hết luôn 😂😂😂Bún ở đây ngon, quán rộng rãi, nv lịch sự, nhiệt tình lắm. À ở đây, rau vs bún đc kêm thêm miễn phí nè 👍👍👍👍","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}']"
#1543,"Mình gọi cơm heo quay để ăn, heo quay ăn ngon, ướp vừa miệng, da giòn rụm ăn đã lắm, cơm hơi khô chút, nước sốt ăn kèm thấy đậm đà lắm. Phục vụ thì nhanh nhẹn, mình gọi món xong thì khoảng 5' sau đã có để ăn rùi, không phải chờ đợi mỏi mòn. Không gian thì sạch sẽ, có quạt nên mát","['{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}', '{AMBIENCE#GENERAL, positive}']"
#1544,"Mình gọi cơm sườn chả miếng sườn khá to bự hơn cái dĩa che lấp cả đĩa cơm miếng chả thì bé xíu mắc cười ghê cơm cũng có chút éc ăn hết dĩa cơm còn cả nguyên miếng sườn cơm ăn khá ngán do dầu mỡ nhiều mỡ hành ngập đĩa cơm luôn giá khá cao tổng chi phí mình ăn là 41k ăn cũng tương đối no canh phải tốn thêm 5k nữa nước mắm khá ngọt nên ăn vào hơi ngán. Tính ra nếu đi 2 người thì cũng tốn gần 100k, giá hơi mắc.","['{FOOD#STYLE&OPTIONS, neutral}', '{FOOD#QUALITY, negative}', '{FOOD#PRICES, negative}']"
#1545,"Mình gọi kem với xôi vị cốm, kem dừa mịn và ngọt  quyện với  mùi cốm thơm ăn rất thích nhé,  khoảng 30k/ 1phần kem bé xinh thế này, chất lượng miễn bàn lại còn có nước dừa miễn phí nữa 😙 quán cũng xinh, tui thấy ""vàng"" ngập không gian quán 🌻😀","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}', '{DRINKS#PRICES, positive}', '{AMBIENCE#GENERAL, positive}']"
#1546,"Mình gọi mì gà quay, gà quay thì nhiều thịt, thịt gà có nạc và mỡ, mỡ hơi nhiều nha, da gà vẫn giữ được độ giòn ăn rất ngon ^^ Mình thấy mọi người lại đây đa phần đều kêu món gà quay này. vị thì cũng giống mấy chỗ khác thôi.Đc cái nước lèo ngon, mình húp sạch tô luôn :))","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#1547,"Mình gọi một lòng gà gỏi trộn mang về, lòng gà thì 25k, thêm gỏi 10k là 35, thêm bịch cháo siêu bự 10k. Cháo nhạt phải thêm vào chút nước mắm ăn mới ngon, gỏi ngon, nêm thêm chanh và nước mắm ăn kèm ăn rất vừa miệng. Lòng thì có trứng non khá nhiều, tim gan phèo cật ăn đều ngon cả, có rau răm, bắp cải và bắp chuối trộn. Tổng hết 45k, đưa 50k mà quán chờ hoài ko thấy thối bực quá bỏ về luôn, chắc lần sau mang tiền lẻ cho chắc ăn chứ làm ăn kiểu này kì cục dễ sợ","['{FOOD#PRICES, neutral}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, negative}']"
#1548,"Mình gọi tô bánh canh thập cẩm, có nấm, cua, thịt heo, da heo, và huyết, nhìn tô bánh canh hấp dẫn lắm, nước sền sệt, màu đặc trưng, có thể thêm mắm, ớt hoặc nước me vào nếu thấy nhạt. Nước me để chấm rất ngon, cảm giác ăn cái này đỡ ngán. 40k/tô. Mà có khi chị đó múc koo đều hay sao ấy,tô nhiều cua tô ít cua, thiệt thòi quá đi ah. Ăn một tô này là no luôn đó, cũng nhiều lắm, bột bánh canh dai dai to to ăn rất đã","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}']"
#1549,"mình hay ăn ở đây, gà rán khá ngon so với các thương hiệu khác, và giá rẻ so với thị trường, combo này dành cho 1 ng, nước free refill nên cứ uống thả ga. nói chung good.","['{RESTAURANT#GENERAL, positive}', '{FOOD#PRICES, positive}', '{DRINKS#STYLE&OPTIONS, positive}']"
#1550,"Mình kết cái sốt này quá . Ăn 1 lần đảm bảo muốn ăn lần thứ en nờ nữa . Chiều nay lại phải đi tiếp mới được 😂😂. Quán gần quán dì hồng. Dì hồng m thấy nổi nhưng chưa ăn thử bao giờ nên kbiet so sánh ntn . 1,5k/ cuốn","['{FOOD#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#1551,"Mình kêu một phần combo bánh thập cẩm + 1 chè huế là 30k. Phần thập cẩm gồm bánh nậm, bánh lọc, bánh bèo luôn, tính ra tiết kiệm được rất nhiều vì mỗi món riêng thế là tới 15k lận. Nhìn chung là ăn ngon, giá rẻ, quán sạch sẽ, thoáng mát.","['{FOOD#PRICES, positive}', '{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, positive}']"
#1552,"Mình kh thích mì quảng cho lắm nên chỉ ăn tô nhỏ 17k thôi :)) quán ngon nên cũng đông lắm, gđ mình hay ăn ở đây","['{FOOD#PRICES, neutral}', '{FOOD#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}']"
#1553,"Mình khá thích kimbap ở đây vì cuộn chặt tay, cơm vừa miệng lắm. Cơm xào thịt heo ngon, còn hải sản thì ko, khá là bở.Còn lẩu thì thôi đừng ăn, ăn tạm thôi chứ ko hề ngon.2 người tầm 150k nha@Cẩm Anh Nguyen","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, neutral}', '{FOOD#PRICES, neutral}']"
#1554,"Mình không nhớ rõ tên, có kèm canh. Giá tiền <80k","['{FOOD#PRICES, neutral}']"
#1555,"Mình là fan cuồng của bún đậu luôn. Nhưng chưa nói nào làm hài lòng mình như chỗ này. Mắm không hề có mùi như những chỗ khác nhé. Không gian dễ chịu, giản dị. Một phần dành cho hai người chỉ 78k như hình. Các bạn nên thử món nem chua rán only 35k/1 phần thôi, nói vậy chứ không có chua nha mà giòn giòn nóng hổi. Thích nhất là món chả cốm luôn í TT. Khi ăn để không ngán, mình thường dặn chị phục vụ rán đậu giòn ( theo mình đậu giòn sẽ ngon hơn). Phần 1 người là 48k/ phần thì phải ( mình nhớ không rõ lắm), phần 2 ng là 78k/1 phần, phần 3 người là 115k/phần. Ngoài ra còn có các món gọi thêm giá chỉ từ 15000-35000 thôi nè. Thức uống có nước mơ, nước sấu các bạn có thể thử giá nước cao lắm là 15000 à. Điểm trừ của mình là nhièu lúc quán đông thì phải đợi hơi lâu một tí, nhưng ngon quá đợi cũng không sao. Nói chung chất lượng quán này không chê vào đâu được. Các bạn có thể đến thử, đây chỉ là review của mình. Many thanks ^___^","['{RESTAURANT#GENERAL, positive}', '{AMBIENCE#GENERAL, positive}', '{FOOD#PRICES, neutral}', '{FOOD#QUALITY, positive}', '{DRINKS#STYLE&OPTIONS, positive}', '{DRINKS#PRICES, positive}', '{SERVICE#GENERAL, neutral}']"
#1556,"Mình là khách quen của quán. Mấy năm trời lê lết ở cái quán này rồi :) Mấy món ở quán rất ngon, lại nhiều nữa, 1 phần ăn khá nhiều, mình nghiền ốc nhưng đi 2 người thường ăn ko hết.","['{RESTAURANT#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#1557,"Mình là người nam, lần đầu tiên ăn món này của người Bắc. Ăn thấy lạ lạ miệnh mà cũnh ngon. Quán này không gian sạch sẽ, nhân viên lịch sự. Chả cua bể siêu ngon và giòn. ^^","['{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}']"
#1558,"Mình mê nem chua rán ở đây lắm :)) chấm vs nước mắm ốc ngon thôi rồi >.< có cả bún lá nắm bé bé chấm với nước ốc nha. Mình nhớ là nhà cô ý là số 81 trong làng Ngọc Hà ý, gần hồ B52.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{LOCATION#GENERAL, neutral}']"
#1559,"Mình mới ăn ở O Hiệp. Ở đây có rất nhiều món ngon nhưng món bánh ướt là mình thích nhất. Công nhận là ngon thiệt, đặc biệt là món bánh ướt thịt nướng, highly recommend luôn. Chưa có chỗ nào đc ăn bánh ướt lạ như vầy, trông như mấy món phở cuốn vậy, ăn với nước chấm có đậu phộng rất vừa miệng","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#1560,"Mình mua loại này gồm: patê, gà xé sợi, trứng non, trứng cút, lạp xưởng, chả lụa, hành phi, mỡ hành, chà bông, xôi mềm... Bạn chở ghé đây mua ăn lần đầu, thấy ngon lắm, dễ ăn. Hàng này là dạng xe đẩy bán vỉa hè đối diện cổng chợ Tân Định, thấy đông khách lắm mà buôn bán nhanh tay nên kp đợi lâu. Trên hộp còn có cả địa chỉ ghi là Xôi Gà #315","['{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}']"
#1561,"Mình mua mang về nên chưa vào trong quán xem thử, đợi làm bánh hơi lâu chừng 10-15ph gì đấy mặc dù quán vắng vì mình đi hơi trễ 🍴 1 phần là 6 viên các bạn có thể chọn 2 loại nhân khác nhau. Mình chọn nhân bạch tuộc đỏ và thanh cua, vỏ bánh mềm nhưng dày, nhân bên trong thì hơi ít tẹo ăn cũng khá ngon nhưng ăn hết một viên bánh thì sẽ có cảm giác hơi ngán. Bù lại phần sốt rất ngon các bạn nên ăn thử. Một phần giá là 79k/6 viên. 🙆","['{SERVICE#GENERAL, negative}', '{FOOD#STYLE&OPTIONS, neutral}', '{FOOD#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#1562,"Mình nhớ lần đầu tiên vào nhà hàng gọi món này. Phục vụ bưng ra 1 dĩa ốc móng tay còn nguyên vỏ, từng cọng rau muốn được xếp tỉ mẩn ở 1 bên vỏ :))) Trông thì cảnh vẻ mà ăn chả được bao nhiêu. Khi vào quán này thấy đĩa ốc đầy đặn thế này cũng ấm lòng. Rau muống giòn, không bị cứng, ốc không nát. Nhưng món này mình ăn thấy khá bình thường, không có gì nổi trội lắm","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, neutral}']"
#1563,"mình order 2 loại là blizzard chocolate xtreme thêm almond (+10k mỗi topping thêm) và matcha almond. Kem tươi ăn vui miệng hơi ngọt quá, matcha almond thì ổn hơn vì có vị trà kiềm lại vị ngọt. Nhân viên nhanh nhạy, dễ tính. Nhưng dạo này kem dễ chảy hơn xưa :(.","['{FOOD#PRICES, neutral}', '{FOOD#QUALITY, neutral}', '{SERVICE#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, negative}']"
#1564,"Mình quên giá phần này rồi nhưng hình như dưới 50k. Có cơm, phile gà, bắp cải và nước sốt ăn kèm. Sốt hơi mặn xíu nhưng rưới đều rồi trộn lên ăn rất ngon 👍 vừa bưng ra là làm liền thì nghe xèo xèo đã tai ha, để lâu hết nóng hết xèo 👀 nhược điểm tí là ăn xong nhìn cái chảo sẽ hơi ớn dầu mỡ =))","['{FOOD#PRICES, neutral}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, neutral}']"
#1565,"Mình rất ít khi ăn thịt ếch,cứ sợ sợ thế nào í,nhưng ở đây làm khá ngon,với cả nhìn cũng sạch sẽ ~.~","['{FOOD#QUALITY, positive}']"
#1566,"Mình rất thích ăn bún ốc ở đây. Ngon cực kì đặc biệt là nước dùng. Phục vụ chu đáo mà chủ quán cực thân thiện. Giá mỗi bát là 30.000đ, tuỳ người gọi ốc to hay ốc nhỏ. 👍🏻👍🏻","['{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#1567,"Mình rất thích ăn gà ở quán này nha gà mềm,ngon và đặc biệt là phần da rất giòn 😋.Cháo với miến gà ở đây được nấu bằng nước luộc gà nên rất thơm,ngọt và béo #yummy gỏi ở đây trộn hơi bị ít rau,còn thịt thì an quài hỏng thấy hết ^^.Quán phục vụ từ 7h00 đến 22h00,giá tầm 15k - 110k,nhân viên phục vụ nhiệt tình.1 điểm trừ cho quán là quán hơi bị nhỏ,lúc khách đông ko có chỗ ngồi.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}', '{SERVICE#GENERAL, positive}', '{AMBIENCE#GENERAL, negative}']"
#1568,Mình thấy bánh cuốn ở đây nhạt không đậm đà như bánh cuốn nhân thịt bình thường mình hay ăn 💔 đây cũng là lần đầu ăn BCCB nên không biết so sánh các chỗ với nhau 😂 phù hợp với các bạn thích ăn nhạt nè,"['{FOOD#QUALITY, neutral}']"
#1569,"Mình thấy chỗ này ngon hơn hanuri nhiều, hanuri dạo này chất lượng thấy sao sao á, không còn ngon nữa theo ý cá nhân mình, tìm đc một chỗ đồ hàn hợp với túi tiền mà ngon nữa, cách phục vụ cũng chuyên nghiệp lắm !","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}']"
#1570,"Mình thấy để hình trong menu thì hấp dẫn lắm ai dè đem ra thì như vầy. Phô mai thì quá ít, thịt gà thì cũng ko ngon mất, nước sốt cay thì quá mặn. Lần đầu tiên mình ăn món gà phô mai tệ như vậy. 😑","['{FOOD#STYLE&OPTIONS, negative}', '{FOOD#QUALITY, negative}']"
#1571,Mình thấy đồ ăn ở đây mắc so với lotte hay kfc nhưng mà ăn ngon hơn 😚 nước ngọt dc lấy bao nhiêu tuỳ thích chỉ tốn tiền li.,"['{FOOD#PRICES, negative}', '{FOOD#QUALITY, positive}', '{DRINKS#STYLE&OPTIONS, positive}', '{DRINKS#PRICES, positive}']"
#1572,"Mình thấy quán lúc nào cũng đông nhưng được cái phục vụ khá tốt. Gọi món ăn cũng không quá lâu. Nhân viên nhanh nhẹn. Răng mực xào bơ khá đậm đà và thơm, 50k/phần. Chỉ có điều hơi dầu mỡ quá, chắc vì cho quá nhiều bơ. Nhưng phải công nhận cái nước sốt bơ đó chấm với bánh mì có thể gây nghiện đó. Ngon không cưỡng lại được luôn ý . Tb 150k/ 2 người","['{SERVICE#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}']"
#1573,"mình thấy tô hơi nhỏ, ít loại rau, chỉ có hẹ, giá bỏ sẵn trong tô và bắp chuối, rau muống bào, ko có bông súng, rau đắng. Chắc là kiểu bún mắm của Bạc Liêu nó vậy, hoặc bữa mình tới quán hết rau :D gồm có 1 con tôm, 1 miếng chả cá, 1 miếng chả cá bọc ớt, 1 lát heo quay, 1 miếng cá, KO có mực và rất ít bún, nước bún lại hơi bị mặn","['{FOOD#STYLE&OPTIONS, negative}', '{FOOD#QUALITY, negative}']"
#1574,"Mình thấy trong tất cả các quán bán bánh bèo Huế ở SG thì quán này là bánh ngon nhất, bánh bèo ở đây làm ngon lắm, nhìu bột gạo nên bánh mềm, có vị béo, thơm nhưng ko bị quá dai. Da heo dòn rụm, nước chấm pha đúng chất huế, rất đậm đà, mắm ngọt ngọt mặn mặn dễ ăn. Người bán khá thân thiện với khác. Duyệt (y)","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}']"
#1575,"Mình thèm bún đậu quá nên ghé đây ăn nèĐịa điểm: 33 đường Hoa Hồng, Quận Phú Nhuận >.< các bạn tham khảo địa điểm nhé.Ở đây ngon lắm nha, mình kêu bún đậu lớn nè, với phần lòng này kia. Nhắc lại còn thèm chảy dãi luôn cơ.Quán đông kinh khủng, coi chừng hông có bàn ngồi luôn á -_- Hông có phần 1 người thì phải. Nước uống cùng thể loại so với quán khác thì mắc hơn.#loziclub","['{LOCATION#GENERAL, neutral}', '{RESTAURANT#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{DRINKS#PRICES, negative}']"
#1576,"Mình thì thích đủ thứ nên gọi phở thập cẩm. Hôm qua đi chơi bùi viện với gấu về khuya, thấy quán phở mở cửa tạt vô ăn mà ấm cả lòng. Ngon quá trời quá đất. lại nằm ngay phố tây bùi viện sầm uất nữa. Không gian quán ấm cúng, lịch sự ^^ Sẽ quay lại tiếp","['{FOOD#QUALITY, positive}', '{LOCATION#GENERAL, positive}', '{AMBIENCE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}']"
#1577,"mình thì thường ko thích pizza, nhưng quả thật pizza ở đâu ngon, size M 9inch, L 11inch. topping hải sải có cá (ko tanh nha), mực, tôm, cheese cũng kha khá.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#1578,"Mình thích ăn đồ cuốn, ăn món này lần đầu ở đây nhưng không thấy ngon lắm. Thịt giòn bì thái mỏng khá ngon nhưng nước chấm bị mặn, vắt quất vào lại thành chua :< thích ăn tương ngọt ngọt cơ:< lần sau sẽ thử mỳ Quảng vs bánh bột lọc ở đây ><","['{FOOD#QUALITY, neutral}', '{FOOD#STYLE&OPTIONS, neutral}', '{RESTAURANT#GENERAL, positive}']"
#1579,"Mình thích ăn hủ tiếu ở đây hơn vì mùi vị đặc biệt. Lâu rùi không ăn hủ tiếu nam vang nên rủ bạn đi ăn. Mình ăn hủ tiếu nước còn bạn mình ăn mì khô. Ở đây có loại nước tương đen ăn vào thấy thơm lạ, trộn lên ăn rất ngon. 1 tô mình ăn 50k, không biết bình thường vậy hay là do dịp Tết nhưng tô hủ tiếu chất lượng, được 2 con tôm to và tươi, gan mềm không bị khô,... Lần sau sẽ ghé lại thử món hủ tiếu khô ở đây.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}', '{RESTAURANT#GENERAL, positive}']"
#1580,"Mình thích ăn ở chú Hoà (kế bên Bò lá lốt Phương mọi ng hay ăn) là vì chú cực kì dễ thương, hiếu khách, khách ghé là tươi cười chào đón, khách đi cũng tươi cười cảm ơn rất chân thành. Ăn 3 phần vợ chồng chú còn tặng chai Coca nữa, đi 2 người là vợ chú tự động đem ra 2 cái tẩy, rất dễ thương. Còn quán Phương kế bên chả bao giờ tươi cười đc như vậy đâu, hồi đó em/mình cùng anh chị em đến ăn thì phục vụ chán lắm. Bọn em đến trước mà toàn bán cho mấy ng khac ko à -,- Mong mọi ng ghé ủng hộ chú Hoà nhé 💜💜💜❤️❤️","['{SERVICE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}']"
#1581,"Mình thích ăn xí quách nên gọi bún mì vàng trụng khô ăn với xí quách, mỗi tô đều có bánh tôm ăn kèm, có thể kêu thêm (3k), nhìn xương kìa, to ghê chưa, xương có tí mỡ nữa nên ăn đã, sựt sựt đã răng lắm lắm.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#1582,"Mình thích ăn xôi gà xé rất ngon, có cho kèm dưa chua nữa. Mỡ hành, hành phi và hành cháy rất thơm. Một phần là 15k ăn cũng vừa đủ. Mà tối tối thì ăn nhiêu đây được rồi. Nhân viên nhanh nhẹn, nhiệt tình. TB 30k/ 2 người","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}', '{SERVICE#GENERAL, positive}']"
#1583,"Mình thích các món nướng, đi ăn cơm tấm người ta thường kêu đầy đủ, còn mình thì mỗi cơm và sườn là đủ rồi, cơm nóng, kêu miếng sườn mới nướng ra vẫn còn đang khói nghi ngút ăn mới đã, sườn ở đây to, có lẽ cơm và sườn ngang nhau luôn, có chút mỡ nữa, ăn mềm thơm ko bị ngán. Quán đông khách, phục vụ nhanh, người ngồi ăn khá đông, người mua về cũng nhiều. Ở đây thấy mỗi nước mắm ăn kèm là ko ngon. Giá cả hơi mắc 1 dĩa cơm sườn ko 35k + khăn 2k. Nếu đi 2 người gọi thêm nước chắc cỡ 100k áh","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{FOOD#PRICES, negative}']"
#1584,"Mình thích chân gà chiên mắm hơn, ăn thơm mà đậm đà :))","['{FOOD#QUALITY, positive}']"
#1585,"Mình thích nhất combo này ở đây, được ăn 1 lúc 2 món luôn mà giá rất rẻ. Mì ý sốt kem khá là béo, gọi combo thì vừa đủ ăn, ko bị ngán. gà thì siêu ngon rồi, bột chiên của quán ăn thích cực kì, giòn tan luôn. Có rắc tí bột cay gì đó mình quên hỏi rồi, sr mọi ng :(. Mình với người iu đều kết quán này, nên rv cho mng tham khảo luôn :D.","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{FOOD#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}']"
